experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
SE,FT,Data Engineer,220800,North America,0,North America,M
SE,FT,Research Scientist,136000,North America,0,North America,M
MI,FT,Software Engineer,176800,North America,0,North America,M
MI,FT,Research Scientist,63150,North America,0,North America,M
SE,FT,Data Engineer,171210,North America,0,North America,M
SE,FT,Engineer,85810,North America,0,North America,M
MI,FT,Software Engineer,260000,North America,0,North America,M
SE,FT,Engineer,123620,Oceania,0,Oceania,M
MI,FT,Data Scientist,243000,North America,0,North America,M
MI,FT,Machine Learning Engineer,223000,North America,0,North America,M
SE,FT,Research Scientist,282450,North America,0,North America,M
MI,FT,Data Analyst,133900,North America,100,North America,M
SE,FT,Machine Learning Engineer,218000,North America,100,North America,M
SE,FT,Manager,180000,North America,0,North America,M
SE,FT,Data Engineer,130295,North America,0,North America,M
SE,FT,Engineer,116000,North America,0,North America,M
EN,FT,Data Analyst,58500,North America,0,North America,M
MI,FT,Data Analyst,100000,North America,0,North America,M
MI,FT,Data Analyst,77000,North America,0,North America,M
MI,FT,Software Engineer,219221,North America,0,North America,M
SE,FT,Data Scientist,43750,Europe,0,Europe,M
MI,FT,Research Scientist,260570,North America,0,North America,M
SE,FT,Research Scientist,240000,North America,0,North America,M
SE,FT,Data Engineer,151323,North America,0,North America,M
SE,FT,Data Architect,189600,North America,0,North America,M
SE,FT,Data Engineer,260590,North America,0,North America,M
MI,FT,Engineer,122000,North America,0,North America,M
SE,FT,Software Engineer,186000,North America,0,North America,M
SE,FT,Data Engineer,109283,North America,0,North America,M
SE,FT,Software Engineer,148543,North America,0,North America,M
SE,FT,Machine Learning Engineer,150000,Europe,0,Europe,M
EN,FT,Data Analyst,90000,North America,0,North America,M
SE,FT,Data Scientist,234900,North America,100,North America,M
SE,FT,Engineer,114428,North America,0,North America,M
MI,FT,Manager,106000,North America,0,North America,M
SE,FT,Data Engineer,151800,North America,0,North America,M
SE,FT,Data Engineer,181800,North America,0,North America,M
MI,FT,Data Engineer,80800,North America,0,North America,M
MI,FT,Data Analyst,66500,North America,0,North America,M
SE,FT,Data Scientist,182000,North America,100,North America,M
MI,FT,Data Engineer,121586,North America,0,North America,M
MI,FT,Engineer,280000,North America,0,North America,M
MI,FT,Data Engineer,125700,North America,0,North America,M
MI,FT,Software Engineer,135000,North America,0,North America,M
SE,FT,Data Engineer,142500,North America,0,North America,M
SE,FT,Engineer,80000,North America,0,North America,M
EN,FT,Engineer,104000,North America,0,North America,L
SE,FT,Data Scientist,126400,North America,0,North America,M
MI,FT,Manager,172931,North America,0,North America,M
SE,FT,Machine Learning Engineer,187700,North America,0,North America,M
SE,FT,Data Scientist,158000,North America,100,North America,M
EN,FT,Data Analyst,20000,Asia,100,Asia,M
SE,FT,Software Engineer,138400,North America,100,North America,M
SE,FT,Engineer,120000,North America,100,North America,M
MI,FT,Data Engineer,216000,North America,0,North America,M
SE,FT,Manager,248700,North America,0,North America,M
MI,FT,Engineer,54000,North America,0,North America,M
SE,FT,Data Analyst,112302,North America,100,North America,M
SE,FT,Data Scientist,188750,North America,0,North America,M
SE,FT,Data Engineer,137000,North America,0,North America,M
SE,FT,Research Scientist,218500,North America,0,North America,M
EN,FT,Data Engineer,75705,North America,0,North America,M
MI,FT,Data Engineer,141000,North America,0,North America,M
SE,FT,Data Scientist,260000,North America,0,North America,M
EX,FT,Data Engineer,204500,North America,0,North America,M
SE,FT,Research Scientist,177905,North America,0,North America,M
SE,FT,Analyst,68000,North America,100,North America,M
MI,FT,Engineer,107000,North America,0,North America,M
MI,FT,Data Analyst,166071,North America,0,North America,M
SE,FT,Data Engineer,188800,North America,0,North America,M
EN,FT,Software Engineer,66300,North America,0,North America,M
SE,FT,Manager,259000,North America,0,North America,M
SE,FT,Machine Learning Engineer,253000,North America,0,North America,M
SE,FT,Research Scientist,245588,North America,0,North America,M
MI,FT,Data Scientist,164450,North America,0,North America,M
SE,FT,Data Scientist,260000,North America,100,North America,M
SE,FT,Machine Learning Engineer,220800,North America,0,North America,M
MI,FT,Engineer,223000,North America,0,North America,M
SE,FT,Engineer,323000,North America,0,North America,M
SE,FT,Data Analyst,115000,North America,100,North America,M
SE,FT,Software Engineer,152000,North America,100,North America,M
SE,FT,Machine Learning Engineer,125500,North America,0,North America,M
SE,FT,Data Architect,134000,North America,0,North America,M
MI,FT,Data Engineer,122000,North America,0,North America,M
MI,FT,Data Scientist,146000,North America,0,North America,M
MI,FT,Data Engineer,136300,North America,0,North America,M
SE,FT,Data Analyst,102000,North America,100,North America,M
EN,FT,Data Analyst,130000,North America,100,North America,M
MI,FT,Manager,189000,North America,0,North America,M
SE,FT,Data Scientist,124080,North America,0,North America,M
EN,FT,Data Analyst,36606,Europe,0,Europe,M
MI,FT,Data Scientist,96700,North America,0,North America,M
MI,FT,Machine Learning Engineer,157600,North America,100,North America,M
MI,FT,Software Engineer,122800,North America,0,North America,M
SE,FT,Machine Learning Engineer,178250,North America,0,North America,M
SE,FT,Data Scientist,134561,North America,100,North America,M
SE,FT,Data Analyst,111200,North America,0,North America,M
MI,FT,Research Scientist,123000,North America,0,North America,M
EX,FT,Data Engineer,208300,North America,0,North America,M
EN,FT,Data Engineer,160000,North America,0,North America,M
SE,FT,Machine Learning Engineer,183600,North America,0,North America,M
MI,FT,Data Scientist,120715,North America,0,North America,L
SE,FT,Data Engineer,205000,North America,0,North America,M
SE,FT,Data Engineer,163200,North America,0,North America,M
SE,FT,Data Scientist,242974,North America,100,North America,M
SE,FT,Data Engineer,159000,North America,0,North America,M
SE,FT,Data Engineer,206000,North America,100,North America,M
MI,FT,Data Scientist,102000,North America,0,North America,M
EN,FT,Data Analyst,62000,North America,100,North America,M
SE,FT,Research Scientist,146000,North America,0,North America,M
MI,FT,Data Scientist,147200,North America,0,North America,M
SE,FT,Data Scientist,135400,North America,0,North America,M
SE,FT,Data Architect,252000,North America,100,North America,M
SE,FT,Data Scientist,244000,North America,100,North America,M
SE,FT,Data Scientist,100600,North America,0,North America,M
SE,FT,Engineer,208600,North America,100,North America,M
MI,FT,Machine Learning Engineer,184900,North America,100,North America,M
SE,FT,Machine Learning Engineer,259000,North America,0,North America,M
SE,FT,Data Analyst,64200,North America,0,North America,M
SE,FT,Data Scientist,142000,North America,0,North America,M
SE,FT,Data Architect,168500,North America,0,North America,M
SE,FT,Software Engineer,95071,North America,100,North America,M
SE,FT,Data Scientist,227900,North America,0,North America,M
SE,FT,Data Scientist,123740,North America,0,North America,M
SE,FT,Manager,227979,North America,0,North America,M
EN,FT,Data Analyst,87500,North America,0,North America,M
EN,FT,Data Engineer,120000,North America,0,North America,M
SE,FT,Data Engineer,124800,North America,100,North America,M
MI,FT,Data Scientist,230000,North America,0,North America,M
SE,FT,Software Engineer,288700,North America,0,North America,M
EN,FT,Engineer,112000,North America,0,North America,M
MI,FT,Data Engineer,166600,North America,0,North America,M
SE,FT,Machine Learning Engineer,160000,North America,100,North America,M
SE,FT,Manager,125300,North America,0,North America,M
MI,FT,Data Scientist,202800,North America,0,North America,M
SE,FT,Data Analyst,195714,North America,0,North America,M
SE,FT,Software Engineer,72700,North America,0,North America,M
MI,FT,Analyst,155000,North America,100,North America,M
MI,FT,Data Scientist,106500,North America,0,North America,M
MI,FT,Data Engineer,131500,North America,0,North America,M
SE,FT,Engineer,209000,North America,0,North America,M
SE,FT,Data Architect,282000,North America,0,North America,M
SE,FT,Data Engineer,180835,North America,100,North America,M
SE,FT,Engineer,95797,North America,0,North America,M
SE,FT,Manager,65000,North America,0,North America,M
SE,FT,Engineer,153000,North America,0,North America,M
MI,FT,Data Engineer,63600,North America,0,North America,M
SE,FT,Data Scientist,143200,North America,0,North America,L
MI,FT,Research Scientist,264200,North America,0,North America,M
MI,FT,Data Scientist,70800,North America,0,North America,M
SE,FT,Software Engineer,254937,North America,0,North America,M
SE,FT,Data Analyst,88052,North America,100,North America,M
MI,FT,Data Analyst,51000,North America,100,North America,M
SE,FT,Data Scientist,77400,North America,0,North America,M
EN,FT,Analyst,158200,North America,0,North America,M
SE,FT,Machine Learning Engineer,270000,North America,100,North America,M
MI,FT,Data Analyst,87069,North America,0,North America,M
SE,FT,Manager,133000,North America,0,North America,M
EX,FT,Engineer,157500,North America,100,North America,M
MI,FT,Engineer,78877,North America,0,North America,M
MI,FT,Data Scientist,90000,North America,0,North America,M
SE,FT,Machine Learning Engineer,116500,North America,0,North America,M
MI,FT,Software Engineer,80000,North America,0,North America,M
EN,FT,Analyst,200000,North America,0,North America,M
SE,FT,Data Architect,136800,North America,0,North America,M
SE,FT,Data Scientist,74600,North America,0,North America,M
EX,FT,Data Engineer,142500,North America,0,North America,M
SE,FT,Data Engineer,162563,North America,100,North America,M
SE,FT,Data Engineer,130200,North America,0,North America,M
SE,FT,Engineer,312000,North America,0,North America,M
MI,FT,Machine Learning Engineer,74270,North America,0,North America,M
SE,FT,Engineer,166625,Europe,0,Europe,M
MI,FT,Software Engineer,178000,North America,0,North America,M
SE,FT,Analyst,146200,North America,0,North America,M
EN,FT,Software Engineer,39500,North America,0,North America,M
MI,FT,Data Scientist,132300,North America,0,North America,M
MI,FT,Data Analyst,125820,North America,0,North America,M
MI,FT,Manager,165500,North America,0,North America,L
SE,FT,Machine Learning Engineer,162000,North America,0,North America,M
MI,FT,Data Scientist,230000,North America,0,North America,M
SE,FT,Data Analyst,64000,North America,100,North America,M
SE,FT,Data Scientist,112500,North America,0,North America,M
SE,FT,Machine Learning Engineer,171700,North America,100,North America,M
SE,FT,Machine Learning Engineer,109480,North America,100,North America,M
MI,FT,Data Engineer,98600,North America,0,North America,M
MI,FT,Data Scientist,285200,North America,100,North America,M
MI,FT,Data Scientist,80400,Europe,0,Europe,M
MI,FT,Data Scientist,180000,North America,100,North America,M
EN,FT,Engineer,94050,North America,0,North America,M
SE,FT,Software Engineer,312000,North America,0,North America,M
MI,FT,Data Scientist,158200,North America,0,North America,M
EX,FT,Data Engineer,170760,North America,0,North America,M
SE,FT,Data Scientist,66666,Europe,0,Europe,M
EN,FT,Data Scientist,153100,North America,0,North America,M
MI,FT,Data Analyst,72650,North America,0,North America,M
SE,FT,Data Engineer,241393,North America,100,North America,M
SE,FT,Manager,136125,North America,0,North America,M
SE,FT,Software Engineer,333000,North America,0,North America,M
SE,FT,Data Engineer,204644,North America,0,North America,M
MI,FT,Machine Learning Engineer,171600,North America,0,North America,M
SE,FT,Manager,108100,North America,0,North America,M
EN,FT,Data Analyst,88888,Europe,0,Europe,M
SE,FT,Data Engineer,115800,North America,0,North America,M
SE,FT,Data Scientist,212800,North America,0,North America,L
EN,FT,Software Engineer,50000,Asia,100,Asia,M
EX,FT,Software Engineer,180000,North America,100,North America,M
SE,FT,Software Engineer,180200,North America,100,North America,M
EN,FT,Engineer,186000,North America,0,North America,M
MI,FT,Analyst,95000,North America,0,North America,M
EX,FT,Manager,129840,North America,0,North America,M
EN,FT,Analyst,63750,North America,0,North America,M
MI,FT,Data Scientist,61250,Europe,0,Europe,M
EN,FT,Data Analyst,124600,North America,0,North America,M
EN,FT,Data Scientist,171040,North America,0,North America,M
SE,FT,Data Scientist,117300,North America,0,North America,M
SE,FT,Software Engineer,215896,North America,0,North America,M
SE,FT,Data Engineer,222500,North America,0,North America,M
MI,FT,Data Engineer,258000,North America,0,North America,M
EN,FT,Data Analyst,71958,North America,0,North America,M
EN,FT,Research Scientist,341734,North America,0,North America,M
SE,FT,Data Engineer,92036,North America,100,North America,M
MI,FT,Data Engineer,57020,Europe,0,Europe,M
EX,FT,Data Engineer,145000,North America,0,North America,M
MI,FT,Engineer,214500,North America,0,North America,M
SE,FT,Data Scientist,285200,North America,100,North America,M
MI,FT,Data Engineer,173400,North America,0,North America,M
SE,FT,Data Engineer,68750,Europe,100,Europe,M
EN,PT,Data Engineer,120000,North America,0,North America,M
SE,FT,Data Scientist,124800,North America,100,North America,M
SE,FT,Data Architect,118414,North America,0,North America,M
MI,FT,Data Scientist,231250,North America,0,North America,M
